left,right,left_split,right_split,days_apart,n_common,n_union,jaccard,sufficient,r_norm_flat,rmse_norm,r_raw_a,r_raw_c,r_raw_magnitude,r_raw_baseline,null_r_mean,actual_minus_null
sub-C_ses-CO-20150710,sub-C_ses-CO-20150715,train,train,5,27,36,0.75,True,0.8640658502815071,0.5333467721939087,0.8029487974273164,0.8856704911913881,0.8016452405616494,0.9400387704281645,0.007715157412312737,0.8563506928691943
sub-C_ses-CO-20150710,sub-C_ses-CO-20150716,train,train,6,28,34,0.8235294117647058,True,0.8316656816721709,0.6096954941749573,0.8259138689373414,0.820090692544964,0.7459959307968527,0.925130171608893,0.01243701572706138,0.8192286659451096
sub-C_ses-CO-20150710,sub-C_ses-CO-20151103,train,dev,116,15,38,0.39473684210526316,True,0.4425009134876551,1.0975322723388672,0.3191973632523652,0.5268266040284387,0.29711371309980117,0.5579462647852588,0.0065581391508890505,0.43594277433676604
sub-C_ses-CO-20150710,sub-C_ses-CO-20151104,train,dev,117,20,48,0.4166666666666667,True,0.46021099007848487,1.2126096487045288,0.6491803716003682,0.5034327575471051,0.24834510159298648,0.5358608544590995,0.002668520041723381,0.4575424700367615
sub-C_ses-CO-20150710,sub-C_ses-CO-20151106,train,dev,119,21,46,0.45652173913043476,True,0.5647152448060616,1.0708595514297485,0.6281025946811442,0.6017559820212213,0.39386135377281994,0.6851100953706626,0.008456131936411182,0.5562591128696505
sub-C_ses-CO-20150710,sub-C_ses-CO-20151109,train,dev,122,23,46,0.5,True,0.4655415255338349,1.2157396078109741,0.5608264590418437,0.5244577450061021,0.3543198361757769,0.48120894375663176,0.023218725669327273,0.4423227998645076
sub-C_ses-CO-20150710,sub-C_ses-CO-20151110,train,dev,123,23,44,0.5227272727272727,True,0.402609280299352,1.3756012916564941,0.5061780776326874,0.4675629122373596,0.29716941443755496,0.4179573374485277,0.0168100513691508,0.3857992289302012
sub-C_ses-CO-20150710,sub-C_ses-CO-20151112,train,dev,125,19,42,0.4523809523809524,True,0.3756467891806357,1.4221972227096558,0.45841972491416183,0.48499661207954253,0.26162516016726006,0.40927533269017363,0.0047401089459413945,0.3709066802346943
sub-C_ses-CO-20150713,sub-C_ses-CO-20150714,train,train,1,31,39,0.7948717948717948,True,0.9206173982089519,0.43122750520706177,0.8437126884669098,0.9564030490110436,0.9104905920447957,0.9520759719533753,-0.0006254628211548769,0.9212428610301068
sub-C_ses-CO-20150713,sub-C_ses-CO-20150715,train,train,2,30,39,0.7692307692307693,True,0.8724471352207154,0.5262187719345093,0.8138159606796828,0.9082407069142384,0.8351457292963648,0.9596598593226318,0.009284522351987245,0.8631626128687281
sub-C_ses-CO-20150713,sub-C_ses-CO-20150716,train,train,3,31,37,0.8378378378378378,True,0.8121981968632321,0.6692628264427185,0.8719913209391911,0.7763607670705587,0.7155827138591968,0.917732935993773,-0.009905733798713076,0.8221039306619452
sub-C_ses-CO-20150713,sub-C_ses-CO-20151103,train,dev,113,16,43,0.37209302325581395,True,0.5659844497518245,0.8961600065231323,0.6020641820399858,0.6166469972203311,0.5484267923316145,0.6048649531745142,0.00403104023979915,0.5619534095120253
sub-C_ses-CO-20150713,sub-C_ses-CO-20151104,train,dev,114,23,51,0.45098039215686275,True,0.5789163314881502,1.125056266784668,0.7652424528885069,0.5468218800157055,0.4653513458978711,0.5805292855557119,0.012311613928010341,0.5666047175601399
sub-C_ses-CO-20150713,sub-C_ses-CO-20151106,train,dev,116,23,50,0.46,True,0.6454582693221571,1.012292742729187,0.7979410970992854,0.6094186454042095,0.5210159365897356,0.7138533995089186,-0.00014277048865677378,0.6456010398108138
sub-C_ses-CO-20150713,sub-C_ses-CO-20151109,train,dev,119,25,50,0.5,True,0.5550053798765717,1.1282662153244019,0.7649283754550154,0.5256239502399718,0.4537111214191104,0.5542587885290008,0.009700526968440214,0.5453048529081315
sub-C_ses-CO-20150713,sub-C_ses-CO-20151110,train,dev,120,25,48,0.5208333333333334,True,0.5329808388543843,1.2592862844467163,0.7413798491068186,0.507801654966716,0.4467202102235113,0.5117236096169077,0.027994085677111813,0.5049867531772725
sub-C_ses-CO-20150713,sub-C_ses-CO-20151112,train,dev,122,20,47,0.425531914893617,True,0.5041697149763443,1.3350898027420044,0.696611131852455,0.5415877854150399,0.43656570185640736,0.4357395955447997,-0.0012147213750266284,0.505384436351371
sub-C_ses-CO-20150714,sub-C_ses-CO-20150715,train,train,1,33,38,0.868421052631579,True,0.8872351696508164,0.4888438880443573,0.8817931288558342,0.8571328249514634,0.8644045788308926,0.9723949849193465,-0.0060056121791231655,0.8932407818299396
sub-C_ses-CO-20150714,sub-C_ses-CO-20150716,train,train,2,30,40,0.75,True,0.781644033626002,0.7309948205947876,0.8524512539474196,0.6812510318097749,0.6816393763319297,0.9611492234708038,-0.007793232309077778,0.7894372659350798
sub-C_ses-CO-20150714,sub-C_ses-CO-20151103,train,dev,112,18,43,0.4186046511627907,True,0.29191773649892344,1.2600464820861816,0.1260564875947139,0.4515795323331648,0.18735846488394506,0.4124760367638583,0.00810940511774285,0.2838083313811806
sub-C_ses-CO-20150714,sub-C_ses-CO-20151104,train,dev,113,26,50,0.52,True,0.4674505155195852,1.2732043266296387,0.553530057245172,0.44456847519238757,0.3679579793535492,0.6002471044618425,0.013318924285449577,0.45413159123413566
sub-C_ses-CO-20150714,sub-C_ses-CO-20151106,train,dev,115,26,49,0.5306122448979592,True,0.4893528175719387,1.243377685546875,0.4849514989484308,0.4668130276891208,0.39523496187476076,0.7095790818049956,-0.0074611164840514025,0.4968139340559901
sub-C_ses-CO-20150714,sub-C_ses-CO-20151109,train,dev,118,28,49,0.5714285714285714,True,0.44826269651047324,1.3086825609207153,0.43169119901915987,0.44536037870561845,0.34553199077493546,0.6300195783714588,-0.009806121764702042,0.45806881827517526
sub-C_ses-CO-20150714,sub-C_ses-CO-20151110,train,dev,119,28,47,0.5957446808510638,True,0.44601781073576163,1.3743174076080322,0.5367973536220477,0.40867926183896025,0.3617101112677321,0.5863814413973009,0.009777796224769687,0.4362400145109919
sub-C_ses-CO-20150714,sub-C_ses-CO-20151112,train,dev,121,24,45,0.5333333333333333,True,0.35900266301842815,1.5909535884857178,0.4272100101384567,0.44771428341112546,0.2766675983007858,0.4513964943431429,-0.00034657621960761803,0.35934923923803574
sub-C_ses-CO-20150715,sub-C_ses-CO-20150716,train,train,1,31,38,0.8157894736842105,True,0.8994671665455085,0.5008392333984375,0.906069282939658,0.887954827051998,0.8416628619598161,0.9701631863873985,-0.01721813148156938,0.9166852980270779
sub-C_ses-CO-20150715,sub-C_ses-CO-20151103,train,dev,111,19,41,0.4634146341463415,True,0.24075016002859792,1.2263579368591309,0.1013049356565677,0.38058178456860314,0.06138796352451368,0.3967068403418146,0.027716124364463923,0.213034035664134
sub-C_ses-CO-20150715,sub-C_ses-CO-20151104,train,dev,112,27,48,0.5625,True,0.46708071772417403,1.2036429643630981,0.5351406748242287,0.46474985112725725,0.38925243026799683,0.5836853831538013,-0.0017735027076205639,0.4688542204317946
sub-C_ses-CO-20150715,sub-C_ses-CO-20151106,train,dev,114,28,46,0.6086956521739131,True,0.46859082427293935,1.1828749179840088,0.38454216518284856,0.43884107200218886,0.42944951405381526,0.703821918852669,0.012710206170837433,0.4558806181021019
sub-C_ses-CO-20150715,sub-C_ses-CO-20151109,train,dev,117,29,47,0.6170212765957447,True,0.4002912231049056,1.2961667776107788,0.3847686280552869,0.4122436589919891,0.296817166039779,0.5875106639841653,0.001978937629741703,0.3983122854751639
sub-C_ses-CO-20150715,sub-C_ses-CO-20151110,train,dev,118,29,45,0.6444444444444445,True,0.4174259406385142,1.3474599123001099,0.5067594984080598,0.3822860544176811,0.3574095826685793,0.55830254552824,0.001560319575475975,0.4158656210630382
sub-C_ses-CO-20150715,sub-C_ses-CO-20151112,train,dev,120,25,43,0.5813953488372093,True,0.34539027811287215,1.5341992378234863,0.38640295416529685,0.3675509127713974,0.3243716663703986,0.45461315736116026,-0.008212062776606459,0.3536023408894786
sub-C_ses-CO-20150716,sub-C_ses-CO-20151103,train,dev,110,16,43,0.37209302325581395,True,0.6433864813748916,0.8584962487220764,0.6352101484881602,0.7158892733329312,0.7093984827918742,0.6118907223350787,0.023132039288288178,0.6202544420866034
sub-C_ses-CO-20150716,sub-C_ses-CO-20151104,train,dev,111,24,50,0.48,True,0.6765104824407989,1.0133180618286133,0.7810976874873524,0.6578446607345727,0.6449481225658289,0.647177833300984,-0.003222882389603649,0.6797333648304026
sub-C_ses-CO-20150716,sub-C_ses-CO-20151106,train,dev,113,24,49,0.4897959183673469,True,0.7562189009156565,0.8705178499221802,0.7958702244894696,0.7216837350538673,0.7493370314228631,0.7823742467859583,0.0018973347332691222,0.7543215661823873
sub-C_ses-CO-20150716,sub-C_ses-CO-20151109,train,dev,116,26,49,0.5306122448979592,True,0.64337175996829,1.0294544696807861,0.786646695194893,0.6265787482208026,0.5859979136421983,0.6568718221398624,0.022475083433833615,0.6208966765344563
sub-C_ses-CO-20150716,sub-C_ses-CO-20151110,train,dev,117,26,47,0.5531914893617021,True,0.6327708620517937,1.1318110227584839,0.764985045838568,0.6195193106310107,0.6129686803445518,0.5976504301708403,0.0032939329623988245,0.6294769290893949
sub-C_ses-CO-20150716,sub-C_ses-CO-20151112,train,dev,119,21,46,0.45652173913043476,True,0.6244708930857895,1.1754038333892822,0.766035706666265,0.5930105049058572,0.6881560929021499,0.49178497632348656,-0.009308415285481658,0.6337793083712712
sub-C_ses-CO-20151103,sub-C_ses-CO-20151104,dev,dev,1,21,44,0.4772727272727273,True,0.9374911117351552,0.5297455787658691,0.9362536932840885,0.9435345608031015,0.9670797166087883,0.8498617605617849,-0.007210112020910767,0.944701223756066
sub-C_ses-CO-20151103,sub-C_ses-CO-20151106,dev,dev,3,21,43,0.4883720930232558,True,0.9265584960845445,0.5380923748016357,0.9663878988146576,0.9362888972212277,0.9471881163776809,0.7884732294861898,0.007605939556091172,0.9189525565284534
sub-C_ses-CO-20151103,sub-C_ses-CO-20151109,dev,dev,6,20,46,0.43478260869565216,True,0.8872061283638523,0.8031002879142761,0.9421366839837838,0.9212257784478587,0.9034090895298598,0.759115303095903,-0.0011558484050204242,0.8883619767688727
sub-C_ses-CO-20151103,sub-C_ses-CO-20151110,dev,dev,7,20,44,0.45454545454545453,True,0.895344580823478,0.8092160224914551,0.959270371830034,0.8991063754976913,0.9163829008673738,0.7966153732382791,-0.002074739550011503,0.8974193203734895
sub-C_ses-CO-20151103,sub-C_ses-CO-20151112,dev,dev,9,19,39,0.48717948717948717,True,0.8849271404872068,0.8072904944419861,0.9294622782062635,0.8808410227734776,0.9001634891105709,0.7543656225571712,0.02847104248373581,0.856456098003471
sub-C_ses-CO-20151104,sub-C_ses-CO-20151106,dev,dev,2,32,47,0.6808510638297872,True,0.9501116554050877,0.41840770840644836,0.962387645571029,0.9398696387160268,0.9616209450623414,0.9185660532909877,0.001306047309283423,0.9488056080958043
sub-C_ses-CO-20151104,sub-C_ses-CO-20151109,dev,dev,5,32,49,0.6530612244897959,True,0.924471887747393,0.5289604067802429,0.9102332534784799,0.9645721142726377,0.9247275025593086,0.92467697898551,0.01546919033307632,0.9090026974143166
sub-C_ses-CO-20151104,sub-C_ses-CO-20151110,dev,dev,6,34,45,0.7555555555555555,True,0.9220531182624425,0.5668836236000061,0.9101872985849438,0.9469809419280718,0.9233979637678074,0.9335972074459673,0.011358513908227428,0.9106946043542151
sub-C_ses-CO-20151104,sub-C_ses-CO-20151112,dev,dev,8,28,45,0.6222222222222222,True,0.9132896101384537,0.6268535256385803,0.9330270381315937,0.8929199088726009,0.9403089188456625,0.8858689416555106,0.021186914604650123,0.8921026955338035
sub-C_ses-CO-20151106,sub-C_ses-CO-20151109,dev,dev,3,33,47,0.7021276595744681,True,0.9308005930508173,0.5105151534080505,0.932731324776013,0.9455814591104287,0.9387975877298832,0.9484401286982371,0.0021004387409744966,0.9287001543098428
sub-C_ses-CO-20151106,sub-C_ses-CO-20151110,dev,dev,4,33,45,0.7333333333333333,True,0.9076570653355406,0.625429093837738,0.9236802013311195,0.9109718175477279,0.918374549901076,0.9173972911237093,-0.00395846988966249,0.9116155352252031
sub-C_ses-CO-20151106,sub-C_ses-CO-20151112,dev,dev,6,27,45,0.6,True,0.9162172773233691,0.634447455406189,0.9365618693104046,0.8796782615889827,0.9514529526776232,0.8896043231272813,0.033801205188250145,0.882416072135119
sub-C_ses-CO-20151109,sub-C_ses-CO-20151110,dev,dev,1,37,43,0.8604651162790697,True,0.9421251716372634,0.47400546073913574,0.9106738388466615,0.9493484548195577,0.9601213754766057,0.9686773242531981,-0.007767650271496611,0.94989282190876
sub-C_ses-CO-20151109,sub-C_ses-CO-20151112,dev,dev,3,29,45,0.6444444444444445,True,0.9002160983835723,0.6882830858230591,0.9345442130609046,0.8965770321351744,0.9480557198019809,0.9090444141512216,0.014981151636251307,0.885234946747321
sub-C_ses-CO-20151110,sub-C_ses-CO-20151112,dev,dev,2,30,42,0.7142857142857143,True,0.9193592578728808,0.623835027217865,0.9351881828342531,0.9456681211654655,0.9449948309885743,0.9200009236436005,0.018097056325700463,0.9012622015471803
